1.905441160240116005e+02,-2.205607401882494351e-03
1.907507961626265285e+02,2.425568248851675719e-03
1.909574919497788130e+02,5.059099480292217734e-04
1.911642033826485658e+02,6.960760984544723390e-03
1.913709304584159838e+02,7.056743899585845789e-03
1.915776731742611787e+02,-8.012573761870417713e-03
1.917844315273643474e+02,9.168368030490545509e-03
1.919912055149056016e+02,3.409393128023183346e-03
1.921979951340651382e+02,1.579118916832801187e-02
1.924048003820230974e+02,4.465205193475533206e-03
1.926116212559596192e+02,2.257598147529711087e-03
1.928184577530549006e+02,1.513730555961010108e-03
1.930253098704890533e+02,1.699697453852923464e-04
1.932321776054422457e+02,3.793324788187674244e-03
1.934390609550946749e+02,3.361401670502622147e-03
1.936459599166264240e+02,2.593538350173640351e-03
1.938528744872177185e+02,-9.818252351081800753e-04
1.940598046640486700e+02,2.689521265214763184e-03
1.942667504442994471e+02,-1.965650114279687485e-03
1.944737118251501897e+02,4.579184905086604112e-04
1.946806888037810950e+02,1.058411602734710480e-02
1.948876813773722745e+02,-6.884774510137225620e-03
1.950946895431039252e+02,1.081807438275958011e-03
1.953017132981561588e+02,5.305055700085356367e-03
1.955087526397091722e+02,3.097448654139534682e-03
1.957158075649430771e+02,8.178544219128705463e-04
1.959228780710380988e+02,2.449563977611956319e-03
1.961299641551743207e+02,5.449030072647040833e-03
1.963370658145319396e+02,-2.619533722997598050e-04
1.965441830462910673e+02,2.785504180255886017e-03
1.967513158476319290e+02,9.480312504374194607e-03
1.969584642157346366e+02,6.288880579256863994e-03
1.971656281477793584e+02,-1.917658656759126286e-03
1.973728076409462346e+02,7.392684102229775053e-03
1.975800026924154338e+02,7.512662746031178486e-03
1.977872132993670959e+02,5.808966004051251131e-03
1.979944394589814181e+02,5.736978817770408898e-03
1.982016811684385118e+02,3.913303431989077243e-03
1.984089384249185457e+02,7.800611491154546551e-03
1.986162112256016883e+02,3.409393128023183346e-03
1.988234995676681081e+02,3.433388856783463946e-03
1.990308034482979167e+02,3.859313042278183950e-04
1.992381228646712827e+02,3.625354686865709612e-03
1.994454578139684031e+02,-6.500842849972735156e-03
1.996528082933693895e+02,-2.253598859403055550e-03
1.998601743000544104e+02,1.081807438275958011e-03
2.000675558312036344e+02,-3.717338313780176907e-03
2.002749528839971731e+02,-5.133086310636737065e-03
2.004823654556152519e+02,-8.138551337862153347e-04
2.006897935432379825e+02,1.092005622999103406e-02
2.008972371440455333e+02,6.216893392976022628e-03
2.011046962552180446e+02,2.089628046207746455e-03
2.013121708739356848e+02,-5.133086310636737065e-03
2.015196609973786224e+02,6.192897664215741595e-03
2.017271666227269975e+02,7.440675559750336253e-03
2.019346877471609503e+02,2.641529807694201985e-03
2.021422243678606492e+02,8.328517523880722348e-03
2.023497764820062912e+02,4.393218007194690973e-03
2.025573440867779595e+02,-3.597359669978773475e-03
2.027649271793558796e+02,5.712983089010127864e-03
2.029725257569201631e+02,7.464671288510617286e-03
2.031801398166509784e+02,5.185077056283952934e-03
2.033877693557284658e+02,1.105803167036238611e-03
2.035954143713328222e+02,7.896594406195668950e-03
2.038030748606441591e+02,-6.068919732287682625e-03
2.040107508208426736e+02,3.121444382899815281e-03
2.042184422491084774e+02,2.065632317447465421e-03
2.044261491426217390e+02,7.608645661072301752e-03
2.046338714985626552e+02,1.537726284721290708e-03
2.048416093141113379e+02,1.005620999462093074e-02
2.050493625864479554e+02,4.993111226201708136e-03
2.052571313127526480e+02,1.825675029844658773e-03
2.054649154902056125e+02,9.960227079579806603e-03
2.056727151159869607e+02,5.017106954961988302e-03
2.058805301872768609e+02,-1.989645843039968519e-03
2.060883607012555103e+02,4.657171023557778872e-03
2.062962066551029920e+02,-2.925479264690914512e-03
2.065040680459995315e+02,-2.301590316923617183e-03
2.067119448711252403e+02,1.057811709515677195e-03
2.069198371276602870e+02,2.419569316661343626e-04
2.071277448127848118e+02,4.825141124879743504e-03
2.073356679236790114e+02,7.392684102229775053e-03
2.075436064575229977e+02,8.418501506731512546e-04
2.077515604114969676e+02,6.384863494297987260e-03
2.079595297827810327e+02,4.513196650996094406e-03
2.081675145685553900e+02,7.512662746031178486e-03
2.083755147660001796e+02,4.393218007194690973e-03
2.085835303722955416e+02,7.224714000907810421e-03
2.087915613846216445e+02,-8.132552405671820278e-03
